Average Domestic Airline Itinerary Fares By Origin City for Q3 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
252,FLG,Flagstaff Pulliam,Flagstaff,AZ,295.83,359.40," 3,507 ",,,,,,,,,,,
253,ADQ,Kodiak Airport,Kodiak,AK,453.18,550.56," 3,500 ",,,,,,,,,,,
254,SPI,Abraham Lincoln Capital,Springfield,IL,244.88,297.51," 3,455 ",,,,,,,,,,,
255,LWS,Lewiston Nez Perce County,Lewiston,ID,333.20,404.80," 3,448 ",,,,,,,,,,,
256,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,314.19,381.71," 3,343 ",,,,,,,,,,,
257,TYR,Tyler Pounds Regional,Tyler,TX,357.17,433.92," 3,286 ",,,,,,,,,,,
258,ACT,Waco Regional,Waco,TX,350.10,425.34," 3,244 ",,,,,,,,,,,
259,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,255.51,310.42," 3,230 ",,,,,,,,,,,
260,FSM,Fort Smith Regional,Fort Smith,AR,365.15,443.62," 3,187 ",,,,,,,,,,,
261,CSG,Columbus Airport,Columbus,GA,352.44,428.17," 3,020 ",,,,,,,,,,,
262,ERI,Erie International/Tom Ridge Field,Erie,PA,279.45,339.51," 2,916 ",,,,,,,,,,,
263,VLD,Valdosta Regional,Valdosta,GA,391.90,476.11," 2,803 ",,,,,,,,,,,
264,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,89.98,109.31," 2,783 ",,,,,,,,,,,
265,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,368.54,447.74," 2,754 ",,,,,,,,,,,
266,ROW,Roswell Air Center,Roswell,NM,380.82,462.65," 2,702 ",,,,,,,,,,,
267,EAT,Pangborn Memorial,Wenatchee,WA,289.63,351.87," 2,587 ",,,,,,,,,,,
268,PGV,Pitt Greenville,Greenville,NC,299.75,364.17," 2,490 ",,,,,,,,,,,
269,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,322.16,391.39," 2,476 ",,,,,,,,,,,
270,GTR,Golden Triangle Regional,Columbus,MS,376.89,457.88," 2,412 ",,,,,,,,,,,
271,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,329.57,400.39," 2,405 ",,,,,,,,,,,
272,TXK,Texarkana Regional-Webb Field,Texarkana,AR,362.72,440.67," 2,325 ",,,,,,,,,,,
273,MQT,Marquette Sawyer Regional,Marquette,MI,302.68,367.72," 2,316 ",,,,,,,,,,,
274,OME,Nome Airport,Nome,AK,501.13,608.82," 2,311 ",,,,,,,,,,,
275,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,225.69,274.19," 2,195 ",,,,,,,,,,,
276,GGG,East Texas Regional,Longview,TX,328.06,398.55," 2,190 ",,,,,,,,,,,
277,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,344.01,417.94," 2,120 ",,,,,,,,,,,
278,OTZ,Ralph Wien Memorial,Kotzebue,AK,459.71,558.50," 2,107 ",,,,,,,,,,,
279,SWO,Stillwater Regional,Stillwater,OK,305.69,371.38," 2,029 ",,,,,,,,,,,
280,ALW,Walla Walla Regional,Walla Walla,WA,297.70,361.67," 1,977 ",,,,,,,,,,,
281,DHN,Dothan Regional,Dothan,AL,444.55,540.08," 1,974 ",,,,,,,,,,,
282,LSE,La Crosse Regional,La Crosse,WI,271.10,329.36," 1,939 ",,,,,,,,,,,
283,SCC,Deadhorse Airport,Deadhorse,AK,458.82,557.42," 1,933 ",,,,,,,,,,,
284,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,433.22,526.32," 1,914 ",,,,,,,,,,,
285,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,344.90,419.02," 1,907 ",,,,,,,,,,,
286,BQK,Brunswick Golden Isles,Brunswick,GA,359.91,437.26," 1,856 ",,,,,,,,,,,
287,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,377.67,458.82," 1,848 ",,,,,,,,,,,
288,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,316.89,384.99," 1,769 ",,,,,,,,,,,
289,BJI,Bemidji Regional,Bemidji,MN,385.56,468.41," 1,737 ",,,,,,,,,,,
290,STC,St. Cloud Regional,St. Cloud,MN,96.37,117.08," 1,726 ",,,,,,,,,,,
291,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,387.96,471.33," 1,725 ",,,,,,,,,,,
292,ABY,Southwest Georgia Regional,Albany,GA,331.06,402.21," 1,697 ",,,,,,,,,,,
293,CIU,Chippewa County International,Sault Ste. Marie,MI,388.12,471.53," 1,670 ",,,,,,,,,,,
294,GCC,Northeast Wyoming Regional,Gillette,WY,413.98,502.94," 1,653 ",,,,,,,,,,,
295,COD,Yellowstone Regional,Cody,WY,369.10,448.41," 1,631 ",,,,,,,,,,,
296,GCK,Garden City Regional,Garden City,KS,304.53,369.97," 1,613 ",,,,,,,,,,,
297,FLO,Florence Regional,Florence,SC,308.66,374.99," 1,496 ",,,,,,,,,,,
298,SHR,Sheridan County,Sheridan,WY,340.66,413.86," 1,488 ",,,,,,,,,,,
299,ART,Watertown International,Watertown,NY,278.74,338.64," 1,484 ",,,,,,,,,,,
300,HOB,Lea County Regional,Hobbs,NM,407.02,494.49," 1,481 ",,,,,,,,,,,
301,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,433.57,526.74," 1,442 ",,,,,,,,,,,
302,RHI,Rhinelander/Oneida County,Rhinelander,WI,359.01,436.16," 1,431 ",,,,,,,,,,,
303,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,386.91,470.05," 1,430 ",,,,,,,,,,,
304,ABR,Aberdeen Regional,Aberdeen,SD,357.74,434.62," 1,417 ",,,,,,,,,,,
305,PIH,Pocatello Regional,Pocatello,ID,391.76,475.95," 1,386 ",,,,,,,,,,,
306,DLG,Dillingham Airport,Dillingham,AK,448.77,545.21," 1,385 ",,,,,,,,,,,
307,SPN,Francisco C. Ada Saipan International,Saipan,TT,768.10,933.16," 1,357 ",,,,,,,,,,,
308,PQI,Presque Isle International,Presque Isle/Houlton,ME,344.19,418.16," 1,349 ",,,,,,,,,,,
309,EAU,Chippewa Valley Regional,Eau Claire,WI,352.33,428.04," 1,210 ",,,,,,,,,,,
310,RKS,Southwest Wyoming Regional,Rock Springs,WY,433.30,526.41," 1,198 ",,,,,,,,,,,
311,IMT,Ford,Iron Mountain/Kingsfd,MI,342.78,416.44," 1,197 ",,,,,,,,,,,
312,RIW,Central Wyoming Regional,Riverton/Lander,WY,364.02,442.25," 1,179 ",,,,,,,,,,,
313,OGD,Ogden-Hinckley,Ogden,UT,74.44,90.44," 1,155 ",,,,,,,,,,,
314,CMX,Houghton County Memorial,Hancock/Houghton,MI,325.01,394.85," 1,092 ",,,,,,,,,,,
315,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,330.81,401.90," 1,055 ",,,,,,,,,,,
316,PSG,Petersburg James A Johnson,Petersburg,AK,419.00,509.04," 1,000 ",,,,,,,,,,,
317,BRD,Brainerd Lakes Regional,Brainerd,MN,358.27,435.26, 964 ,,,,,,,,,,,
318,LAR,Laramie Regional,Laramie,WY,374.78,455.32, 961 ,,,,,,,,,,,
319,AKN,King Salmon Airport,King Salmon,AK,516.61,627.62, 959 ,,,,,,,,,,,
320,ESC,Delta County,Escanaba,MI,342.07,415.57, 951 ,,,,,,,,,,,
321,HYA,Cape Cod Gateway,Hyannis,MA,180.45,219.23, 950 ,,,,,,,,,,,
322,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,392.72,477.11, 919 ,,,,,,,,,,,
323,BTM,Bert Mooney,Butte,MT,386.71,469.81, 907 ,,,,,,,,,,,
324,MEI,Key Field,Meridian,MS,376.49,457.40, 844 ,,,,,,,,,,,
325,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,291.70,354.38, 813 ,,,,,,,,,,,
326,CDV,Merle K Mudhole Smith,Cordova,AK,437.48,531.49, 811 ,,,,,,,,,,,
327,VCT,Victoria Regional,Victoria,TX,360.85,438.39, 783 ,,,,,,,,,,,
328,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,379.47,461.01, 780 ,,,,,,,,,,,
329,EKO,Elko Regional,Elko,NV,458.68,557.24, 773 ,,,,,,,,,,,
330,SLN,Salina Regional,Salina,KS,337.22,409.69, 764 ,,,,,,,,,,,
331,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,89.38,108.59, 739 ,,,,,,,,,,,
332,HYS,Hays Regional,Hays,KS,391.84,476.04, 735 ,,,,,,,,,,,
333,CDC,Cedar City Regional,Cedar City,UT,290.06,352.39, 732 ,,,,,,,,,,,
334,APN,Alpena County Regional,Alpena,MI,346.61,421.10, 707 ,,,,,,,,,,,
335,JLN,Joplin Regional,Joplin,MO,314.88,382.54, 681 ,,,,,,,,,,,
336,HIB,Range Regional,Hibbing,MN,371.73,451.61, 660 ,,,,,,,,,,,
337,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,361.39,439.05, 635 ,,,,,,,,,,,
338,WRG,Wrangell Airport,Wrangell,AK,401.96,488.33, 631 ,,,,,,,,,,,
339,EAR,Kearney Regional,Kearney,NE,386.63,469.72, 618 ,,,,,,,,,,,
340,DEC,Decatur Airport,Decatur,IL,303.68,368.93, 596 ,,,,,,,,,,,
341,INL,Falls International Einarson Field,International Falls,MN,342.23,415.78, 580 ,,,,,,,,,,,
342,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,390.07,473.90, 525 ,,,,,,,,,,,
343,PIR,Pierre Regional,Pierre,SD,358.32,435.32, 507 ,,,,,,,,,,,
344,ALO,Waterloo Regional,Waterloo,IA,257.14,312.40, 493 ,,,,,,,,,,,
345,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,357.57,434.41, 484 ,,,,,,,,,,,
346,JMS,Jamestown Regional,Jamestown,ND,388.37,471.82, 407 ,,,,,,,,,,,
347,DVL,Devils Lake Regional,Devils Lake,ND,405.74,492.93, 390 ,,,,,,,,,,,
348,DBQ,Dubuque Regional,Dubuque,IA,261.36,317.52, 388 ,,,,,,,,,,,
349,LBL,Liberal Mid-America Regional,Liberal,KS,377.58,458.71, 386 ,,,,,,,,,,,
350,DDC,Dodge City Regional,Dodge City,KS,347.08,421.66, 384 ,,,,,,,,,,,
351,PAH,Barkley Regional,Paducah,KY,389.17,472.80, 376 ,,,,,,,,,,,
352,YAK,Yakutat Airport,Yakutat,AK,414.93,504.09, 370 ,,,,,,,,,,,
353,SHD,Shenandoah Valley Regional,Staunton,VA,387.02,470.18, 349 ,,,,,,,,,,,
354,LNS,Lancaster Airport,Lancaster,PA,361.00,438.58, 320 ,,,,,,,,,,,
355,VEL,Vernal Regional,Vernal,UT,368.05,447.14, 303 ,,,,,,,,,,,
356,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,343.32,417.09, 295 ,,,,,,,,,,,
357,ATY,Watertown Regional,Watertown,SD,362.38,440.26, 281 ,,,,,,,,,,,
358,WYS,Yellowstone,West Yellowstone,MT,313.08,380.35, 259 ,,,,,,,,,,,
359,CVN,Clovis Regional,Clovis,NM,561.00,681.55, 247 ,,,,,,,,,,,
360,CNY,Canyonlands Regional,Moab,UT,295.53,359.04, 241 ,,,,,,,,,,,
361,LWB,Greenbrier Valley,Lewisburg,WV,305.18,370.76, 236 ,,,,,,,,,,,
362,LEB,Lebanon Municipal,Lebanon-Hanover,NH,338.43,411.15, 231 ,,,,,,,,,,,
363,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,361.31,438.95, 227 ,,,,,,,,,,,
364,BKW,Raleigh County Memorial,Beckley,WV,299.00,363.25, 206 ,,,,,,,,,,,
365,OGS,Ogdensburg International,Ogdensburg,NY,342.87,416.55, 204 ,,,,,,,,,,,
366,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,293.62,356.71, 201 ,,,,,,,,,,,
367,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,239.50,290.97, 193 ,,,,,,,,,,,
368,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,310.18,376.84, 177 ,,,,,,,,,,,
369,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,310.17,376.82, 174 ,,,,,,,,,,,
370,GST,Gustavus Airport,Gustavus,AK,206.54,250.92, 162 ,,,,,,,,,,,
370,TEX,Telluride Regional,Telluride,CO,511.47,621.38, 162 ,,,,,,,,,,,
372,AUG,Augusta State,Augusta/Waterville,ME,286.70,348.31, 161 ,,,,,,,,,,,
373,CGI,Cape Girardeau Regional,Cape Girardeau,MO,328.38,398.95, 155 ,,,,,,,,,,,
374,RKD,Knox County Regional,Rockland,ME,358.75,435.84, 152 ,,,,,,,,,,,
375,IWD,Gogebic-Iron County,Ironwood,MI,278.00,337.74, 148 ,,,,,,,,,,,
376,PGA,Page Municipal,Page,AZ,443.33,538.60, 143 ,,,,,,,,,,,
377,IPL,Imperial County,El Centro,CA,227.33,276.19, 141 ,,,,,,,,,,,
378,DUJ,DuBois Regional,DuBois,PA,381.57,463.57, 140 ,,,,,,,,,,,
379,AOO,Altoona-Blair County,Altoona,PA,367.13,446.02, 134 ,,,,,,,,,,,
380,IRK,Kirksville Regional,Kirksville,MO,382.45,464.64, 133 ,,,,,,,,,,,
381,OWB,Owensboro Daviess County Regional,Owensboro,KY,122.27,148.54, 129 ,,,,,,,,,,,
382,TUP,Tupelo Regional,Tupelo,MS,346.64,421.13, 126 ,,,,,,,,,,,
383,RUT,Rutland - Southern Vermont Regional,Rutland,VT,374.80,455.34, 124 ,,,,,,,,,,,
384,MKG,Muskegon County,Muskegon,MI,318.24,386.63, 107 ,,,,,,,,,,,
385,BKG,Branson Airport,Branson,MO,97.91,118.95, 105 ,,,,,,,,,,,
385,UIN,Quincy Regional-Baldwin Field,Quincy,IL,273.35,332.10, 105 ,,,,,,,,,,,
387,CEZ,Cortez Municipal,Cortez,CO,374.52,455.00, 98 ,,,,,,,,,,,
388,TVF,Thief River Falls Regional,Thief River Falls,MN,359.40,436.63, 96 ,,,,,,,,,,,
389,PVC,Provincetown Municipal,Provincetown,MA,330.46,401.48, 94 ,,,,,,,,,,,
390,AIA,Alliance Municipal,Alliance,NE,411.25,499.62, 92 ,,,,,,,,,,,
391,MSL,Northwest Alabama Regional,Muscle Shoals,AL,329.83,400.71, 91 ,,,,,,,,,,,
392,PUB,Pueblo Memorial,Pueblo,CO,345.26,419.45, 86 ,,,,,,,,,,,
392,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,408.33,496.08, 86 ,,,,,,,,,,,
394,MCK,McCook Ben Nelson Regional,McCook,NE,291.75,354.44, 67 ,,,,,,,,,,,
394,SDY,Sidney Richland Regional,Sidney,MT,450.33,547.11, 67 ,,,,,,,,,,,
396,BFD,Bradford Regional,Bradford,PA,336.50,408.81, 62 ,,,,,,,,,,,
396,SOW,Show Low Regional,Show Low,AZ,389.40,473.08, 62 ,,,,,,,,,,,
398,GLH,Greenville Mid Delta,Greenville,MS,240.80,292.55, 61 ,,,,,,,,,,,
399,VQS,Antonio Rivera Rodriguez,Vieques,PR,740.00,899.02, 59 ,,,,,,,,,,,
400,ADK,Adak,Adak Island,AK,967.29,1175.15, 57 ,,,,,,,,,,,
400,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,208.91,253.80, 57 ,,,,,,,,,,,
402,MSS,Massena International-Richards Field,Massena,NY,266.22,323.43, 52 ,,,,,,,,,,,
403,MKK,Molokai,Hoolehua,HI,200.29,243.34, 39 ,,,,,,,,,,,
403,HOT,Memorial Field,Hot Springs,AR,526.50,639.64, 39 ,,,,,,,,,,,
403,IPT,Williamsport Regional,Williamsport,PA,318.48,386.92, 39 ,,,,,,,,,,,
406,HRO,Boone County,Harrison,AR,410.00,498.11, 30 ,,,,,,,,,,,
407,CDR,Chadron Municipal,Chadron,NE,277.88,337.59, 29 ,,,,,,,,,,,
407,GDV,Dawson Community,Glendive,MT,177.00,215.04, 29 ,,,,,,,,,,,
409,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,207.00,251.48, 24 ,,,,,,,,,,,
410,OLF,L. M. Clayton,Wolf Point,MT,408.50,496.28, 19 ,,,,,,,,,,,
411,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,455.75,553.69, 17 ,,,,,,,,,,,
412,LNY,Lanai Airport,Lanai,HI,220.23,267.56, 16 ,,,,,,,,,,,
413,CPX,Benjamin Rivera Noriega,Culebra,PR,200.50,243.59, 15 ,,,,,,,,,,,
414,HVR,Havre City-County,Havre,MT,434.00,527.26, 14 ,,,,,,,,,,,
415,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,266.00,323.16, 12 ,,,,,,,,,,,
415,VDZ,Valdez Pioneer Field,Valdez,AK,441.00,535.77, 12 ,,,,,,,,,,,
417,CDB,Cold Bay Airport,Cold Bay,AK,691.95,840.65, 5 ,,,,,,,,,,,
418,MCN,Middle Georgia Regional,Macon,GA,273.00,331.67, 2 ,,,,,,,,,,,
419,MCE,Merced Yosemite Regional,Merced,CA,203.00,246.62, -   ,,,,,,,,,,,
419,CNM,Cavern City Air Terminal,Carlsbad,NM,393.00,477.45, -   ,,,,,,,,,,,
419,DRT,Del Rio International,Del Rio,TX,296.70,360.46, -   ,,,,,,,,,,,
419,MKT,Mankato Regional,Mankato,MN,162.00,196.81, -   ,,,,,,,,,,,
National Average,,,,,244.71,,,,,,,,,,,,,
"Source:  Bureau of Transportation Statistics, Airline Origin & Destination Survey (10% Sample), DB1B_Ticket where bulk fare equals zero, itinerary fare is greater than or equal to fifty dollars ($50) and itinerary yield is less than or equal to three dollars ($3).",,,,,,,,,,,,,,,,,,
"Itinerary Fare:  Average fares are based on domestic itinerary fares, round-trip or one-way for which no return is purchased. Fares are based on the total ticket value which consists of the price charged by the airlines plus any additional taxes and fees levied by an outside entity at the time of purchase. Fares include only the price paid at the time of the ticket purchase and do not include other fees, such as baggage fees, paid at the airport or onboard the aircraft. Averages do not include frequent-flyer or 'zero fares' or a few abnormally high reported fares.  Airports* ranked by U.S. originating domestic passengers in 2024.",,,,,,,,,,,,,,,,,,
