Average Domestic Airline Itinerary Fares By Origin City for Q1 2020 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,359.31,439.08," 2,61,417 ",,,,,,,,,,,
46,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,315.56,385.62," 2,54,552 ",,,,,,,,,,,
47,SNA,John Wayne Airport-Orange County,Santa Ana,CA,378.53,462.57," 2,54,126 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,350.48,428.29," 2,44,751 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,324.40,396.41," 2,29,047 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,281.74,344.29," 2,15,751 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,356.73,435.92," 2,10,677 ",,,,,,,,,,,
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.65,394.28," 2,07,211 ",,,,,,,,,,,
53,ONT,Ontario International,Ontario,CA,318.71,389.47," 1,98,746 ",,,,,,,,,,,
54,JAX,Jacksonville International,Jacksonville,FL,354.63,433.36," 1,90,561 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,267.98,327.47," 1,83,243 ",,,,,,,,,,,
56,MKE,General Mitchell International,Milwaukee,WI,339.95,415.41," 1,79,994 ",,,,,,,,,,,
57,BUF,Buffalo Niagara International,Buffalo,NY,319.05,389.88," 1,46,872 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,374.11,457.16," 1,45,166 ",,,,,,,,,,,
59,CHS,Charleston AFB/International,Charleston,SC,353.88,432.44," 1,44,183 ",,,,,,,,,,,
60,OMA,Eppley Airfield,Omaha,NE,360.90,441.03," 1,43,403 ",,,,,,,,,,,
61,BOI,Boise Air Terminal,Boise,ID,331.89,405.56," 1,35,151 ",,,,,,,,,,,
62,ORF,Norfolk International,Norfolk,VA,383.14,468.20," 1,35,070 ",,,,,,,,,,,
63,MEM,Memphis International,Memphis,TN,369.55,451.59," 1,33,439 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,343.84,420.18," 1,33,295 ",,,,,,,,,,,
65,PVD,Rhode Island Tf Green International,Providence,RI,322.52,394.12," 1,23,931 ",,,,,,,,,,,
66,GRR,Gerald R. Ford International,Grand Rapids,MI,336.86,411.64," 1,22,792 ",,,,,,,,,,,
67,SDF,Louisville Muhammad Ali International,Louisville,KY,369.67,451.74," 1,22,639 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,373.83,456.82," 1,21,164 ",,,,,,,,,,,
69,ELP,El Paso International,El Paso,TX,355.04,433.86," 1,20,309 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,458.72,560.55," 1,13,291 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,331.15,404.67," 1,12,587 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,271.48,331.75," 1,12,368 ",,,,,,,,,,,
73,RNO,Reno/Tahoe International,Reno,NV,336.10,410.71," 1,09,805 ",,,,,,,,,,,
74,LGB,Long Beach Airport,Long Beach,CA,213.87,261.35," 1,02,848 ",,,,,,,,,,,
75,TUS,Tucson International,Tucson,AZ,349.23,426.76," 1,02,184 ",,,,,,,,,,,
76,SYR,Syracuse Hancock International,Syracuse,NY,347.47,424.61," 94,536 ",,,,,,,,,,,
77,DSM,Des Moines International,Des Moines,IA,366.55,447.92," 91,115 ",,,,,,,,,,,
78,ALB,Albany International,Albany,NY,367.27,448.81," 88,845 ",,,,,,,,,,,
79,TUL,Tulsa International,Tulsa,OK,391.95,478.96," 88,037 ",,,,,,,,,,,
80,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,424.36,518.57," 87,795 ",,,,,,,,,,,
81,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,316.98,387.35," 86,365 ",,,,,,,,,,,
82,HPN,Westchester County,White Plains,NY,390.54,477.25," 85,416 ",,,,,,,,,,,
83,SAV,Savannah/Hilton Head International,Savannah,GA,379.69,463.99," 85,268 ",,,,,,,,,,,
84,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,368.42,450.22," 81,114 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,387.01,472.93," 80,983 ",,,,,,,,,,,
86,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,261.86,319.99," 75,880 ",,,,,,,,,,,
87,GSP,Greenville-Spartanburg International,Greer,SC,387.86,473.97," 74,606 ",,,,,,,,,,,
88,PNS,Pensacola International,Pensacola,FL,386.21,471.95," 72,946 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,382.39,467.28," 67,750 ",,,,,,,,,,,
90,MYR,Myrtle Beach International,Myrtle Beach,SC,315.45,385.48," 67,308 ",,,,,,,,,,,
91,MSN,Dane County Regional-Truax Field,Madison,WI,403.77,493.41," 67,201 ",,,,,,,,,,,
92,LIH,Lihue Airport,Lihue,HI,244.11,298.30," 66,233 ",,,,,,,,,,,
93,FAT,Fresno Yosemite International,Fresno,CA,373.67,456.62," 65,689 ",,,,,,,,,,,
94,PWM,Portland International Jetport,Portland,ME,348.45,425.81," 65,280 ",,,,,,,,,,,
95,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,397.42,485.65," 63,818 ",,,,,,,,,,,
96,XNA,Northwest Arkansas National,Fayetteville,AR,447.23,546.52," 60,392 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,404.76,494.62," 56,214 ",,,,,,,,,,,
98,AVL,Asheville Regional,Asheville,NC,296.31,362.09," 52,773 ",,,,,,,,,,,
99,PSP,Palm Springs International,Palm Springs,CA,352.47,430.72," 52,513 ",,,,,,,,,,,
100,GSO,Piedmont Triad International,Greensboro/High Point,NC,396.71,484.78," 52,146 ",,,,,,,,,,,
101,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,382.82,467.81," 50,450 ",,,,,,,,,,,
102,PIE,St Pete Clearwater International,St. Petersburg,FL,116.92,142.87," 48,668 ",,,,,,,,,,,
103,SFB,Orlando Sanford International,Sanford,FL,115.78,141.48," 48,131 ",,,,,,,,,,,
104,EUG,Mahlon Sweet Field,Eugene,OR,340.84,416.51," 48,046 ",,,,,,,,,,,
105,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,364.38,445.27," 46,040 ",,,,,,,,,,,
106,HVN,Tweed New Haven,New Haven,CT,357.09,436.37," 45,855 ",,,,,,,,,,,
107,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,502.54,614.10," 44,464 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,393.61,480.99," 42,667 ",,,,,,,,,,,
109,ISP,Long Island MacArthur,Islip,NY,261.72,319.82," 42,627 ",,,,,,,,,,,
110,LEX,Blue Grass,Lexington,KY,391.55,478.48," 42,439 ",,,,,,,,,,,
111,MAF,Midland International Air and Space Port,Midland/Odessa,TX,457.79,559.42," 41,759 ",,,,,,,,,,,
112,FSD,Joe Foss Field,Sioux Falls,SD,381.18,465.81," 40,697 ",,,,,,,,,,,
113,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,129.08,157.74," 40,330 ",,,,,,,,,,,
114,MFE,McAllen International,Mission/McAllen/Edinburg,TX,393.72,481.13," 39,274 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,415.51,507.76," 38,296 ",,,,,,,,,,,
116,ILM,Wilmington International,Wilmington,NC,413.15,504.87," 38,008 ",,,,,,,,,,,
117,ITO,Hilo International,Hilo,HI,178.11,217.65," 37,948 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,412.19,503.70," 37,755 ",,,,,,,,,,,
119,PGD,Punta Gorda Airport,Punta Gorda,FL,129.62,158.39," 37,063 ",,,,,,,,,,,
120,MHT,Manchester Boston Regional,Manchester,NH,372.19,454.82," 37,031 ",,,,,,,,,,,
121,BTV,Burlington International,Burlington,VT,413.95,505.84," 36,575 ",,,,,,,,,,,
122,SBA,Santa Barbara Municipal,Santa Barbara,CA,405.74,495.82," 36,080 ",,,,,,,,,,,
123,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,503.40,615.16," 35,868 ",,,,,,,,,,,
124,ATW,Appleton International,Appleton,WI,399.27,487.91," 35,369 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,437.85,535.05," 35,315 ",,,,,,,,,,,
126,DAY,James M Cox/Dayton International,Dayton,OH,430.12,525.61," 35,189 ",,,,,,,,,,,
127,ECP,Northwest Florida Beaches International,Panama City,FL,388.97,475.33," 33,188 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,337.12,411.97," 33,127 ",,,,,,,,,,,
129,FAR,Hector International,Fargo,ND,403.40,492.96," 32,694 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,429.30,524.61," 31,471 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,399.67,488.39," 30,395 ",,,,,,,,,,,
132,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,296.82,362.72," 29,795 ",,,,,,,,,,,
133,HRL,Valley International,Harlingen/San Benito,TX,298.48,364.74," 29,191 ",,,,,,,,,,,
134,ACY,Atlantic City International,Atlantic City,NJ,112.63,137.63," 28,530 ",,,,,,,,,,,
135,MFR,Rogue Valley International - Medford,Medford,OR,336.72,411.47," 28,387 ",,,,,,,,,,,
136,SBN,South Bend International,South Bend,IN,348.80,426.23," 27,926 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,395.42,483.21," 27,906 ",,,,,,,,,,,
138,FAI,Fairbanks International,Fairbanks,AK,420.60,513.97," 27,618 ",,,,,,,,,,,
139,PVU,Provo Municipal,Provo,UT,99.47,121.55," 27,400 ",,,,,,,,,,,
140,FWA,Fort Wayne International,Fort Wayne,IN,360.66,440.73," 26,685 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,463.59,566.51," 25,686 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,398.97,487.54," 25,558 ",,,,,,,,,,,
143,CAK,Akron-Canton Regional,Akron,OH,342.00,417.92," 25,340 ",,,,,,,,,,,
144,BIL,Billings Logan International,Billings,MT,397.94,486.29," 25,278 ",,,,,,,,,,,
145,STT,Cyril E King,Charlotte Amalie,VI,342.80,418.91," 23,386 ",,,,,,,,,,,
146,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,468.71,572.77," 22,788 ",,,,,,,,,,,
147,PIA,General Downing - Peoria International,Peoria,IL,338.39,413.51," 22,607 ",,,,,,,,,,,
148,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,312.62,382.02," 21,711 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,408.59,499.30," 21,618 ",,,,,,,,,,,
150,FCA,Glacier Park International,Kalispell,MT,396.51,484.53," 21,498 ",,,,,,,,,,,
151,ROA,Roanoke Blacksburg Regional,Roanoke,VA,448.90,548.56," 21,008 ",,,,,,,,,,,
152,BQN,Rafael Hernandez,Aguadilla,PR,188.58,230.44," 20,736 ",,,,,,,,,,,
153,CHO,Charlottesville Albemarle,Charlottesville,VA,420.49,513.84," 20,466 ",,,,,,,,,,,
154,MLI,Quad Cities International,Moline,IL,370.44,452.68," 20,094 ",,,,,,,,,,,
155,RAP,Rapid City Regional,Rapid City,SD,409.44,500.34," 20,028 ",,,,,,,,,,,
156,SBP,San Luis County Regional,San Luis Obispo,CA,421.10,514.58," 19,797 ",,,,,,,,,,,
157,FNT,Bishop International,Flint,MI,282.06,344.67," 19,789 ",,,,,,,,,,,
158,CRP,Corpus Christi International,Corpus Christi,TX,451.86,552.18," 19,530 ",,,,,,,,,,,
159,PAE,Snohomish County,Everett,WA,274.98,336.03," 19,523 ",,,,,,,,,,,
160,SHV,Shreveport Regional,Shreveport,LA,474.74,580.13," 19,446 ",,,,,,,,,,,
161,TVC,Cherry Capital,Traverse City,MI,382.55,467.48," 19,320 ",,,,,,,,,,,
162,BGR,Bangor International,Bangor,ME,362.69,443.21," 19,034 ",,,,,,,,,,,
163,GRB,Green Bay Austin Straubel International,Green Bay,WI,471.77,576.51," 18,187 ",,,,,,,,,,,
164,BIS,Bismarck Municipal,Bismarck/Mandan,ND,383.77,468.96," 17,904 ",,,,,,,,,,,
165,BLI,Bellingham International,Bellingham,WA,241.37,294.96," 17,664 ",,,,,,,,,,,
166,AGS,Augusta Regional at Bush Field,Augusta,GA,430.90,526.56," 17,458 ",,,,,,,,,,,
167,IDA,Idaho Falls Regional,Idaho Falls,ID,488.46,596.90," 17,151 ",,,,,,,,,,,
168,DAB,Daytona Beach International,Daytona Beach,FL,397.45,485.69," 16,860 ",,,,,,,,,,,
169,JAC,Jackson Hole,Jackson,WY,550.56,672.79," 16,840 ",,,,,,,,,,,
170,TTN,Trenton Mercer,Trenton,NJ,122.36,149.52," 16,828 ",,,,,,,,,,,
171,GNV,Gainesville Regional,Gainesville,FL,406.68,496.96," 16,639 ",,,,,,,,,,,
172,EYW,Key West International,Key West,FL,389.70,476.21," 16,616 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,425.29,519.71," 16,550 ",,,,,,,,,,,
174,MOB,Mobile Regional,Mobile,AL,461.15,563.53," 15,611 ",,,,,,,,,,,
175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,489.34,597.98," 14,541 ",,,,,,,,,,,
176,MRY,Monterey Regional,Monterey,CA,377.38,461.15," 14,130 ",,,,,,,,,,,
177,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,399.82,488.59," 14,115 ",,,,,,,,,,,
178,JNU,Juneau International,Juneau,AK,416.98,509.55," 14,056 ",,,,,,,,,,,
179,GJT,Grand Junction Regional,Grand Junction,CO,387.96,474.09," 13,880 ",,,,,,,,,,,
180,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,479.41,585.84," 12,639 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,411.58,502.96," 12,470 ",,,,,,,,,,,
182,BRO,Brownsville South Padre Island International,Brownsville,TX,390.12,476.73," 12,172 ",,,,,,,,,,,
183,BFL,Meadows Field,Bakersfield,CA,441.03,538.94," 11,994 ",,,,,,,,,,,
184,DRO,Durango La Plata County,Durango,CO,482.80,589.98," 11,912 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,472.58,577.49," 11,747 ",,,,,,,,,,,
186,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,540.67,660.70," 11,153 ",,,,,,,,,,,
187,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,152.14,185.91," 11,114 ",,,,,,,,,,,
188,GTF,Great Falls International,Great Falls,MT,397.07,485.22," 10,663 ",,,,,,,,,,,
189,EVV,Evansville Regional,Evansville,IN,426.75,521.49," 10,601 ",,,,,,,,,,,
190,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,413.26,505.01," 10,527 ",,,,,,,,,,,
191,MOT,Minot International,Minot,ND,402.16,491.44," 10,415 ",,,,,,,,,,,
192,LCK,Rickenbacker International,Columbus,OH,129.55,158.31," 10,393 ",,,,,,,,,,,
193,MGM,Montgomery Regional,Montgomery,AL,503.81,615.66," 10,260 ",,,,,,,,,,,
194,MTJ,Montrose Regional,Montrose/Delta,CO,428.31,523.39," 10,218 ",,,,,,,,,,,
195,LRD,Laredo International,Laredo,TX,417.62,510.33," 9,858 ",,,,,,,,,,,
196,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,354.51,433.22," 9,540 ",,,,,,,,,,,
197,ORH,Worcester Regional,Worcester,MA,319.98,391.02," 9,491 ",,,,,,,,,,,
198,RFD,Chicago/Rockford International,Rockford,IL,166.36,203.30," 9,435 ",,,,,,,,,,,
199,STX,Henry E. Rohlsen,Christiansted,VI,454.63,555.56," 8,986 ",,,,,,,,,,,
200,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,372.81,455.57," 8,903 ",,,,,,,,,,,
201,PSE,Mercedita,Ponce,PR,204.65,250.08," 8,826 ",,,,,,,,,,,
202,SGU,St George Regional,St. George,UT,389.65,476.16," 7,927 ",,,,,,,,,,,
203,EGE,Eagle County Regional,Eagle,CO,560.43,684.85," 7,923 ",,,,,,,,,,,
204,SAF,Santa Fe Municipal,Santa Fe,NM,405.33,495.32," 7,660 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,430.16,525.66," 7,557 ",,,,,,,,,,,
206,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,467.39,571.15," 7,528 ",,,,,,,,,,,
207,DLH,Duluth International,Duluth,MN,420.41,513.74," 7,375 ",,,,,,,,,,,
208,PBG,Plattsburgh International,Plattsburgh,NY,224.68,274.56," 6,860 ",,,,,,,,,,,
209,LAN,Capital Region International,Lansing,MI,406.19,496.36," 6,720 ",,,,,,,,,,,
210,HDN,Yampa Valley,Hayden,CO,456.86,558.29," 6,709 ",,,,,,,,,,,
211,XWA,Williston Basin International,Williston,ND,605.65,740.11," 6,630 ",,,,,,,,,,,
212,LNK,Lincoln Airport,Lincoln,NE,459.78,561.85," 6,629 ",,,,,,,,,,,
213,USA,Concord Padgett Regional,Concord,NC,117.75,143.89," 6,582 ",,,,,,,,,,,
214,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,285.91,349.38," 6,432 ",,,,,,,,,,,
215,MBS,MBS International,Saginaw/Bay City/Midland,MI,517.51,632.40," 6,283 ",,,,,,,,,,,
216,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,253.07,309.26," 6,189 ",,,,,,,,,,,
217,MLU,Monroe Regional,Monroe,LA,462.37,565.01," 6,137 ",,,,,,,,,,,
218,GRK,Robert Gray AAF,Killeen,TX,386.56,472.38," 5,882 ",,,,,,,,,,,
219,LBE,Arnold Palmer Regional,Latrobe,PA,121.50,148.47," 5,672 ",,,,,,,,,,,
220,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,458.35,560.11," 5,637 ",,,,,,,,,,,
221,HLN,Helena Regional,Helena,MT,484.57,592.14," 5,609 ",,,,,,,,,,,
222,ABI,Abilene Regional,Abilene,TX,541.33,661.51," 5,572 ",,,,,,,,,,,
223,ELM,Elmira/Corning Regional,Elmira/Corning,NY,349.38,426.94," 5,534 ",,,,,,,,,,,
224,CPR,Casper/Natrona County International,Casper,WY,530.03,647.69," 5,500 ",,,,,,,,,,,
225,BET,Bethel Airport,Bethel,AK,367.21,448.73," 5,442 ",,,,,,,,,,,
226,ACK,Nantucket Memorial,Nantucket,MA,528.65,646.01," 5,436 ",,,,,,,,,,,
227,LCH,Lake Charles Regional,Lake Charles,LA,515.36,629.78," 5,431 ",,,,,,,,,,,
228,GFK,Grand Forks International,Grand Forks,ND,415.88,508.20," 5,419 ",,,,,,,,,,,
229,KTN,Ketchikan International,Ketchikan,AK,477.37,583.35," 5,377 ",,,,,,,,,,,
230,CWA,Central Wisconsin,Mosinee,WI,472.94,577.94," 5,375 ",,,,,,,,,,,
230,COU,Columbia Regional,Columbia,MO,421.58,515.17," 5,375 ",,,,,,,,,,,
232,RDD,Redding Regional,Redding,CA,493.01,602.46," 5,149 ",,,,,,,,,,,
233,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,409.82,500.80," 5,024 ",,,,,,,,,,,
234,AEX,Alexandria International,Alexandria,LA,481.08,587.89," 5,014 ",,,,,,,,,,,
235,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,451.86,552.18," 4,980 ",,,,,,,,,,,
236,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,524.35,640.76," 4,941 ",,,,,,,,,,,
237,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,473.48,578.59," 4,889 ",,,,,,,,,,,
238,CMI,University of Illinois/Willard,Champaign/Urbana,IL,532.04,650.16," 4,867 ",,,,,,,,,,,
239,RST,Rochester International,Rochester,MN,396.49,484.51," 4,832 ",,,,,,,,,,,
240,GUM,Guam International,Guam,TT,1201.57,1468.32," 4,466 ",,,,,,,,,,,
241,TOL,Eugene F Kranz Toledo Express,Toledo,OH,242.51,296.35," 4,355 ",,,,,,,,,,,
242,IAG,Niagara Falls International,Niagara Falls,NY,169.90,207.62," 4,190 ",,,,,,,,,,,
243,YUM,Yuma MCAS/Yuma International,Yuma,AZ,453.32,553.95," 4,071 ",,,,,,,,,,,
244,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,455.48,556.60," 3,955 ",,,,,,,,,,,
245,SCK,Stockton Metro,Stockton,CA,141.33,172.70," 3,948 ",,,,,,,,,,,
246,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,455.47,556.59," 3,911 ",,,,,,,,,,,
247,GRI,Central Nebraska Regional,Grand Island,NE,293.58,358.76," 3,849 ",,,,,,,,,,,
248,PSM,Portsmouth International at Pease,Portsmouth,NH,217.79,266.14," 3,847 ",,,,,,,,,,,
249,SIT,Sitka Rocky Gutierrez,Sitka,AK,410.22,501.29," 3,745 ",,,,,,,,,,,
250,CLL,Easterwood Field,College Station/Bryan,TX,454.10,554.92," 3,669 ",,,,,,,,,,,
251,PUW,Pullman Moscow Regional,Pullman,WA,372.30,454.95," 3,643 ",,,,,,,,,,,
252,HHH,Hilton Head Airport,Hilton Head,SC,431.30,527.05," 3,578 ",,,,,,,,,,,
253,FLG,Flagstaff Pulliam,Flagstaff,AZ,378.70,462.77," 3,507 ",,,,,,,,,,,
254,ADQ,Kodiak Airport,Kodiak,AK,500.26,611.32," 3,500 ",,,,,,,,,,,
255,SPI,Abraham Lincoln Capital,Springfield,IL,332.51,406.33," 3,455 ",,,,,,,,,,,
256,LWS,Lewiston Nez Perce County,Lewiston,ID,588.27,718.87," 3,448 ",,,,,,,,,,,
257,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,469.52,573.76," 3,343 ",,,,,,,,,,,
258,TYR,Tyler Pounds Regional,Tyler,TX,502.12,613.59," 3,286 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,589.76,720.69," 3,244 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,496.62,606.87," 3,230 ",,,,,,,,,,,
