Average Domestic Airline Itinerary Fares By Origin City for Q4 2019 Ranked by Total Number of Domestic Passengers in 2024,,,,,,,,,,,,,,,,,,
2024 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q4-2024),2024 Passengers (10% sample),,,,,,,,,,,
261,FSM,Fort Smith Regional,Fort Smith,AR,517.61,635.18," 3,187 ",,,,,,,,,,,
262,CSG,Columbus Airport,Columbus,GA,523.88,642.86," 3,020 ",,,,,,,,,,,
263,ERI,Erie International/Tom Ridge Field,Erie,PA,412.76,506.51," 2,916 ",,,,,,,,,,,
264,VLD,Valdosta Regional,Valdosta,GA,583.76,716.35," 2,803 ",,,,,,,,,,,
265,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,164.40,201.74," 2,783 ",,,,,,,,,,,
266,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,511.22,627.33," 2,754 ",,,,,,,,,,,
267,ROW,Roswell Air Center,Roswell,NM,510.73,626.73," 2,702 ",,,,,,,,,,,
268,EAT,Pangborn Memorial,Wenatchee,WA,429.79,527.40," 2,587 ",,,,,,,,,,,
269,PGV,Pitt Greenville,Greenville,NC,428.93,526.36," 2,490 ",,,,,,,,,,,
270,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,449.55,551.65," 2,476 ",,,,,,,,,,,
271,GTR,Golden Triangle Regional,Columbus,MS,560.93,688.33," 2,412 ",,,,,,,,,,,
272,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,494.15,606.39," 2,405 ",,,,,,,,,,,
273,TXK,Texarkana Regional-Webb Field,Texarkana,AR,514.05,630.80," 2,325 ",,,,,,,,,,,
274,MQT,Marquette Sawyer Regional,Marquette,MI,512.72,629.18," 2,316 ",,,,,,,,,,,
275,OME,Nome Airport,Nome,AK,530.59,651.10," 2,311 ",,,,,,,,,,,
276,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,275.70,338.32," 2,195 ",,,,,,,,,,,
277,GGG,East Texas Regional,Longview,TX,501.21,615.05," 2,190 ",,,,,,,,,,,
278,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,477.97,586.53," 2,120 ",,,,,,,,,,,
279,OTZ,Ralph Wien Memorial,Kotzebue,AK,442.49,542.99," 2,107 ",,,,,,,,,,,
280,SWO,Stillwater Regional,Stillwater,OK,462.55,567.61," 2,029 ",,,,,,,,,,,
281,ALW,Walla Walla Regional,Walla Walla,WA,369.57,453.51," 1,977 ",,,,,,,,,,,
282,DHN,Dothan Regional,Dothan,AL,623.98,765.71," 1,974 ",,,,,,,,,,,
283,PPG,Pago Pago International,Pago Pago,TT,1143.12,1402.76," 1,942 ",,,,,,,,,,,
284,LSE,La Crosse Regional,La Crosse,WI,453.39,556.37," 1,939 ",,,,,,,,,,,
285,SCC,Deadhorse Airport,Deadhorse,AK,422.95,519.02," 1,933 ",,,,,,,,,,,
286,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,505.97,620.90," 1,914 ",,,,,,,,,,,
287,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,457.22,561.06," 1,907 ",,,,,,,,,,,
288,BQK,Brunswick Golden Isles,Brunswick,GA,498.42,611.62," 1,856 ",,,,,,,,,,,
289,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,629.02,771.89," 1,848 ",,,,,,,,,,,
290,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,496.56,609.34," 1,769 ",,,,,,,,,,,
291,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,381.55,468.21," 1,741 ",,,,,,,,,,,
292,BJI,Bemidji Regional,Bemidji,MN,551.20,676.39," 1,737 ",,,,,,,,,,,
293,STC,St. Cloud Regional,St. Cloud,MN,205.93,252.71," 1,726 ",,,,,,,,,,,
294,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,577.03,708.08," 1,725 ",,,,,,,,,,,
295,ABY,Southwest Georgia Regional,Albany,GA,581.95,714.13," 1,697 ",,,,,,,,,,,
296,CIU,Chippewa County International,Sault Ste. Marie,MI,559.74,686.87," 1,670 ",,,,,,,,,,,
297,GCC,Northeast Wyoming Regional,Gillette,WY,573.79,704.11," 1,653 ",,,,,,,,,,,
298,COD,Yellowstone Regional,Cody,WY,555.96,682.24," 1,631 ",,,,,,,,,,,
299,GCK,Garden City Regional,Garden City,KS,490.78,602.26," 1,613 ",,,,,,,,,,,
300,FLO,Florence Regional,Florence,SC,432.38,530.59," 1,496 ",,,,,,,,,,,
301,SHR,Sheridan County,Sheridan,WY,857.42,1052.17," 1,488 ",,,,,,,,,,,
302,ART,Watertown International,Watertown,NY,449.83,552.00," 1,484 ",,,,,,,,,,,
303,HOB,Lea County Regional,Hobbs,NM,500.69,614.42," 1,481 ",,,,,,,,,,,
304,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,587.46,720.89," 1,442 ",,,,,,,,,,,
305,RHI,Rhinelander/Oneida County,Rhinelander,WI,545.09,668.89," 1,431 ",,,,,,,,,,,
306,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,585.75,718.79," 1,430 ",,,,,,,,,,,
307,ABR,Aberdeen Regional,Aberdeen,SD,576.40,707.32," 1,417 ",,,,,,,,,,,
308,PIH,Pocatello Regional,Pocatello,ID,610.13,748.71," 1,386 ",,,,,,,,,,,
309,DLG,Dillingham Airport,Dillingham,AK,885.16,1086.21," 1,385 ",,,,,,,,,,,
310,SPN,Francisco C. Ada Saipan International,Saipan,TT,388.03,476.16," 1,357 ",,,,,,,,,,,
311,PQI,Presque Isle International,Presque Isle/Houlton,ME,483.96,593.88," 1,349 ",,,,,,,,,,,
312,EAU,Chippewa Valley Regional,Eau Claire,WI,458.10,562.15," 1,210 ",,,,,,,,,,,
313,RKS,Southwest Wyoming Regional,Rock Springs,WY,513.96,630.70," 1,198 ",,,,,,,,,,,
314,IMT,Ford,Iron Mountain/Kingsfd,MI,426.15,522.94," 1,197 ",,,,,,,,,,,
315,RIW,Central Wyoming Regional,Riverton/Lander,WY,836.10,1026.00," 1,179 ",,,,,,,,,,,
316,OGD,Ogden-Hinckley,Ogden,UT,116.68,143.18," 1,155 ",,,,,,,,,,,
317,CMX,Houghton County Memorial,Hancock/Houghton,MI,547.50,671.85," 1,092 ",,,,,,,,,,,
318,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,442.73,543.28," 1,055 ",,,,,,,,,,,
319,PSG,Petersburg James A Johnson,Petersburg,AK,451.39,553.91," 1,000 ",,,,,,,,,,,
320,BRD,Brainerd Lakes Regional,Brainerd,MN,577.88,709.13, 964 ,,,,,,,,,,,
321,LAR,Laramie Regional,Laramie,WY,517.00,634.43, 961 ,,,,,,,,,,,
322,AKN,King Salmon Airport,King Salmon,AK,750.24,920.64, 959 ,,,,,,,,,,,
323,ESC,Delta County,Escanaba,MI,455.13,558.50, 951 ,,,,,,,,,,,
324,HYA,Cape Cod Gateway,Hyannis,MA,492.40,604.24, 950 ,,,,,,,,,,,
325,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,502.54,616.68, 919 ,,,,,,,,,,,
326,BTM,Bert Mooney,Butte,MT,514.33,631.16, 907 ,,,,,,,,,,,
327,MEI,Key Field,Meridian,MS,433.90,532.45, 844 ,,,,,,,,,,,
328,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,324.80,398.57, 813 ,,,,,,,,,,,
329,CDV,Merle K Mudhole Smith,Cordova,AK,394.80,484.47, 811 ,,,,,,,,,,,
330,VCT,Victoria Regional,Victoria,TX,483.97,593.90, 783 ,,,,,,,,,,,
331,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,470.96,577.93, 780 ,,,,,,,,,,,
332,EKO,Elko Regional,Elko,NV,618.20,758.61, 773 ,,,,,,,,,,,
333,SLN,Salina Regional,Salina,KS,476.66,584.93, 764 ,,,,,,,,,,,
334,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,117.07,143.66, 739 ,,,,,,,,,,,
335,HYS,Hays Regional,Hays,KS,490.69,602.14, 735 ,,,,,,,,,,,
336,CDC,Cedar City Regional,Cedar City,UT,374.94,460.10, 732 ,,,,,,,,,,,
337,APN,Alpena County Regional,Alpena,MI,524.16,643.21, 707 ,,,,,,,,,,,
338,JLN,Joplin Regional,Joplin,MO,463.62,568.92, 681 ,,,,,,,,,,,
339,HIB,Range Regional,Hibbing,MN,554.29,680.19, 660 ,,,,,,,,,,,
340,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,480.70,589.89, 635 ,,,,,,,,,,,
341,WRG,Wrangell Airport,Wrangell,AK,383.13,470.15, 631 ,,,,,,,,,,,
342,EAR,Kearney Regional,Kearney,NE,474.32,582.05, 618 ,,,,,,,,,,,
343,DEC,Decatur Airport,Decatur,IL,421.45,517.17, 596 ,,,,,,,,,,,
344,INL,Falls International Einarson Field,International Falls,MN,520.58,638.82, 580 ,,,,,,,,,,,
345,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,494.41,606.70, 525 ,,,,,,,,,,,
346,PIR,Pierre Regional,Pierre,SD,493.49,605.58, 507 ,,,,,,,,,,,
347,ALO,Waterloo Regional,Waterloo,IA,497.13,610.05, 493 ,,,,,,,,,,,
348,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,372.56,457.18, 484 ,,,,,,,,,,,
349,JMS,Jamestown Regional,Jamestown,ND,489.00,600.07, 407 ,,,,,,,,,,,
350,DVL,Devils Lake Regional,Devils Lake,ND,474.40,582.16, 390 ,,,,,,,,,,,
351,DBQ,Dubuque Regional,Dubuque,IA,548.15,672.65, 388 ,,,,,,,,,,,
352,LBL,Liberal Mid-America Regional,Liberal,KS,450.75,553.13, 386 ,,,,,,,,,,,
353,DDC,Dodge City Regional,Dodge City,KS,423.95,520.24, 384 ,,,,,,,,,,,
354,PAH,Barkley Regional,Paducah,KY,531.44,652.15, 376 ,,,,,,,,,,,
355,BFM,Mobile International,Mobile,AL,112.87,138.50, 371 ,,,,,,,,,,,
356,YAK,Yakutat Airport,Yakutat,AK,430.37,528.12, 370 ,,,,,,,,,,,
357,SHD,Shenandoah Valley Regional,Staunton,VA,477.85,586.38, 349 ,,,,,,,,,,,
358,LNS,Lancaster Airport,Lancaster,PA,233.00,285.92, 320 ,,,,,,,,,,,
359,VEL,Vernal Regional,Vernal,UT,488.05,598.90, 303 ,,,,,,,,,,,
360,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,480.00,589.02, 295 ,,,,,,,,,,,
361,ATY,Watertown Regional,Watertown,SD,407.60,500.17, 281 ,,,,,,,,,,,
362,WYS,Yellowstone,West Yellowstone,MT,369.43,453.34, 259 ,,,,,,,,,,,
363,CVN,Clovis Regional,Clovis,NM,392.74,481.94, 247 ,,,,,,,,,,,
364,CNY,Canyonlands Regional,Moab,UT,419.14,514.34, 241 ,,,,,,,,,,,
365,LWB,Greenbrier Valley,Lewisburg,WV,479.09,587.90, 236 ,,,,,,,,,,,
366,LEB,Lebanon Municipal,Lebanon-Hanover,NH,376.29,461.76, 231 ,,,,,,,,,,,
367,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,460.65,565.28, 227 ,,,,,,,,,,,
368,BKW,Raleigh County Memorial,Beckley,WV,429.00,526.44, 206 ,,,,,,,,,,,
369,OGS,Ogdensburg International,Ogdensburg,NY,296.47,363.81, 204 ,,,,,,,,,,,
370,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,487.89,598.70, 201 ,,,,,,,,,,,
371,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,464.33,569.80, 193 ,,,,,,,,,,,
372,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,338.42,415.29, 177 ,,,,,,,,,,,
373,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,593.00,727.69, 174 ,,,,,,,,,,,
374,TEX,Telluride Regional,Telluride,CO,678.22,832.26, 162 ,,,,,,,,,,,
375,AUG,Augusta State,Augusta/Waterville,ME,374.92,460.07, 161 ,,,,,,,,,,,
376,CGI,Cape Girardeau Regional,Cape Girardeau,MO,468.06,574.37, 155 ,,,,,,,,,,,
377,RKD,Knox County Regional,Rockland,ME,443.75,544.54, 152 ,,,,,,,,,,,
378,PGA,Page Municipal,Page,AZ,404.00,495.76, 143 ,,,,,,,,,,,
379,IPL,Imperial County,El Centro,CA,364.50,447.29, 141 ,,,,,,,,,,,
380,DUJ,DuBois Regional,DuBois,PA,487.80,598.59, 140 ,,,,,,,,,,,
381,AOO,Altoona-Blair County,Altoona,PA,641.00,786.59, 134 ,,,,,,,,,,,
382,IRK,Kirksville Regional,Kirksville,MO,385.87,473.51, 133 ,,,,,,,,,,,
383,OWB,Owensboro Daviess County Regional,Owensboro,KY,142.78,175.20, 129 ,,,,,,,,,,,
384,TUP,Tupelo Regional,Tupelo,MS,427.33,524.39, 126 ,,,,,,,,,,,
385,RUT,Rutland - Southern Vermont Regional,Rutland,VT,429.35,526.87, 124 ,,,,,,,,,,,
386,MKG,Muskegon County,Muskegon,MI,414.54,508.70, 107 ,,,,,,,,,,,
387,BKG,Branson Airport,Branson,MO,92.85,113.94, 105 ,,,,,,,,,,,
387,UIN,Quincy Regional-Baldwin Field,Quincy,IL,432.50,530.73, 105 ,,,,,,,,,,,
389,CEZ,Cortez Municipal,Cortez,CO,402.39,493.78, 98 ,,,,,,,,,,,
390,TVF,Thief River Falls Regional,Thief River Falls,MN,457.47,561.38, 96 ,,,,,,,,,,,
391,PVC,Provincetown Municipal,Provincetown,MA,544.75,668.48, 94 ,,,,,,,,,,,
392,AIA,Alliance Municipal,Alliance,NE,618.50,758.98, 92 ,,,,,,,,,,,
393,MSL,Northwest Alabama Regional,Muscle Shoals,AL,343.21,421.17, 91 ,,,,,,,,,,,
394,PUB,Pueblo Memorial,Pueblo,CO,462.12,567.08, 86 ,,,,,,,,,,,
394,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,388.45,476.68, 86 ,,,,,,,,,,,
396,MCK,McCook Ben Nelson Regional,McCook,NE,524.40,643.51, 67 ,,,,,,,,,,,
396,SDY,Sidney Richland Regional,Sidney,MT,496.33,609.07, 67 ,,,,,,,,,,,
398,HOM,Homer Airport,Homer,AK,572.90,703.02, 66 ,,,,,,,,,,,
399,DUT,Unalaska Airport,Unalaska,AK,1071.50,1314.87, 64 ,,,,,,,,,,,
400,BFD,Bradford Regional,Bradford,PA,532.62,653.59, 62 ,,,,,,,,,,,
400,SOW,Show Low Regional,Show Low,AZ,435.08,533.90, 62 ,,,,,,,,,,,
402,GLH,Greenville Mid Delta,Greenville,MS,596.00,731.37, 61 ,,,,,,,,,,,
403,VQS,Antonio Rivera Rodriguez,Vieques,PR,444.80,545.83, 59 ,,,,,,,,,,,
404,ADK,Adak,Adak Island,AK,1028.50,1262.10, 57 ,,,,,,,,,,,
404,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,284.93,349.64, 57 ,,,,,,,,,,,
406,MSS,Massena International-Richards Field,Massena,NY,541.40,664.37, 52 ,,,,,,,,,,,
407,MKK,Molokai,Hoolehua,HI,196.47,241.09, 39 ,,,,,,,,,,,
407,HOT,Memorial Field,Hot Springs,AR,532.00,652.83, 39 ,,,,,,,,,,,
407,IPT,Williamsport Regional,Williamsport,PA,461.90,566.82, 39 ,,,,,,,,,,,
410,HRO,Boone County,Harrison,AR,278.00,341.14, 30 ,,,,,,,,,,,
411,CDR,Chadron Municipal,Chadron,NE,329.73,404.62, 29 ,,,,,,,,,,,
411,GDV,Dawson Community,Glendive,MT,552.80,678.36, 29 ,,,,,,,,,,,
413,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,489.00,600.07, 24 ,,,,,,,,,,,
414,OLF,L. M. Clayton,Wolf Point,MT,380.00,466.31, 19 ,,,,,,,,,,,
415,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,472.21,579.47, 17 ,,,,,,,,,,,
416,LNY,Lanai Airport,Lanai,HI,439.26,539.03, 16 ,,,,,,,,,,,
417,CPX,Benjamin Rivera Noriega,Culebra,PR,300.75,369.06, 15 ,,,,,,,,,,,
418,HVR,Havre City-County,Havre,MT,424.50,520.92, 14 ,,,,,,,,,,,
419,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,366.00,449.13, 12 ,,,,,,,,,,,
419,VDZ,Valdez Pioneer Field,Valdez,AK,704.88,864.97, 12 ,,,,,,,,,,,
421,JHM,Kapalua Airport,Kapalua,HI,269.66,330.90, 6 ,,,,,,,,,,,
422,CDB,Cold Bay Airport,Cold Bay,AK,890.60,1092.88, 5 ,,,,,,,,,,,
423,SDP,Sand Point,Sandpoint,AK,937.90,1150.93, 1 ,,,,,,,,,,,
424,GAL,Edward G. Pitka Sr.,Galena,AK,681.00,835.67, -   ,,,,,,,,,,,
424,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,251.44,308.55, -   ,,,,,,,,,,,
424,DRT,Del Rio International,Del Rio,TX,429.30,526.80, -   ,,,,,,,,,,,
424,ISN,Sloulin Field International,Williston,ND,645.37,791.95, -   ,,,,,,,,,,,
424,MKT,Mankato Regional,Mankato,MN,138.00,169.34, -   ,,,,,,,,,,,
424,FKL,Venango Regional,Franklin/Oil City,PA,446.00,547.30, -   ,,,,,,,,,,,
424,SHH,Shishmaref Airport,Shishmaref,AK,520.00,638.11, -   ,,,,,,,,,,,
424,CNM,Cavern City Air Terminal,Carlsbad,NM,576.00,706.83, -   ,,,,,,,,,,,
424,CYF,Chefornak Airport,Chefornak,AK,895.00,1098.28, -   ,,,,,,,,,,,
424,ENA,Kenai Municipal,Kenai,AK,672.34,825.05, -   ,,,,,,,,,,,
424,MCE,Merced Yosemite Regional,Merced,CA,449.60,551.72, -   ,,,,,,,,,,,
National Average,,,,,356.52,,,,,,,,,,,,,
"Source:  Bureau of Transportation Statistics, Airline Origin & Destination Survey (10% Sample), DB1B_Ticket where bulk fare equals zero, itinerary fare is greater than or equal to fifty dollars ($50) and itinerary yield is less than or equal to three dollars ($3).",,,,,,,,,,,,,,,,,,
"Itinerary Fare:  Average fares are based on domestic itinerary fares, round-trip or one-way for which no return is purchased. Fares are based on the total ticket value which consists of the price charged by the airlines plus any additional taxes and fees levied by an outside entity at the time of purchase. Fares include only the price paid at the time of the ticket purchase and do not include other fees, such as baggage fees, paid at the airport or onboard the aircraft. Averages do not include frequent-flyer or 'zero fares' or a few abnormally high reported fares.  Airports* ranked by U.S. originating domestic passengers in 2024.",,,,,,,,,,,,,,,,,,
